0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.6554794311523438,0.0,0.12214119732379913,0.1975851207971573,0.2119404673576355,0.0,0.2792860269546509,0.2943848669528961,0.5661158561706543,0.0,0.5676621198654175,0.2008536159992218,0.8375229835510254,0.129608616232872
0.0,0.6347523331642151,0.0,0.34649404883384705,0.0,0.3795332908630371,0.0,0.18086688220500946,0.6968109607696533,0.36833226680755615,0.0,0.9624595642089844,0.14860224723815918,0.8833040595054626,0.2696150243282318
0.0,0.1735173463821411,0.0,0.11898671090602875,0.0,0.06638547778129578,0.0,0.7062640190124512,0.2883681356906891,0.4322577118873596,0.0,1.0,0.42721647024154663,0.680518627166748,0.0
0.0,0.46199271082878113,0.0,0.0,0.34065788984298706,0.0,0.0,0.5125781893730164,0.2688262164592743,0.5409111976623535,0.0,0.6631388664245605,0.33723291754722595,0.6396596431732178,0.0
0.0,0.714176595211029,0.0,0.01750348135828972,0.22657904028892517,0.01478162407875061,0.5276281237602234,0.053011372685432434,0.022384345531463623,0.2878086566925049,0.5490321516990662,0.0,0.9863543510437012,0.2794313430786133,0.2595822215080261
0.34314122796058655,0.2662552297115326,0.0,0.0,0.13145875930786133,0.21721288561820984,0.13685622811317444,1.0,0.09261757135391235,0.7802585363388062,0.0,0.0,0.772232174873352,0.0,0.07118767499923706
0.0,0.5402131080627441,0.0,0.35297685861587524,0.0,0.5058508515357971,0.0,0.5940870046615601,0.262398898601532,0.7958563566207886,0.0,1.0,0.25275060534477234,0.6612602472305298,0.22947634756565094
0.0,0.5089729428291321,0.03728870674967766,0.0,0.42169201374053955,0.06061503291130066,0.0,0.0,0.32519736886024475,0.556110680103302,0.0,0.2905924916267395,0.4498487114906311,0.4705178737640381,0.1442180871963501
0.0,0.46634453535079956,0.0,0.38308340311050415,0.0,0.3258501887321472,0.0,0.4952394366264343,0.18650776147842407,0.7377734184265137,0.0,1.0,0.2860102653503418,0.9528970718383789,0.061976924538612366
0.35412779450416565,0.1006501317024231,0.4206041693687439,0.08499789237976074,0.07189695537090302,0.871833324432373,0.3091362714767456,0.0,0.6336150169372559,0.0,0.42276817560195923,0.0,1.0,0.0,0.383137047290802
0.0,0.21708230674266815,0.34106940031051636,0.0,0.47094929218292236,0.35569843649864197,0.0,0.0,0.45793893933296204,0.6516990065574646,0.0,0.39548054337501526,0.3284335434436798,0.22753027081489563,0.3260582387447357
0.0,0.2976061701774597,0.0,0.27502238750457764,0.0,0.35718363523483276,0.0,0.5832969546318054,0.0,0.8290392160415649,0.0,0.88512122631073,0.4107806384563446,0.746304452419281,0.0
0.0,0.4014391303062439,0.0,0.0,0.24483022093772888,0.0,0.0,1.0,0.0,0.9548462629318237,0.0,0.5302405953407288,0.4627937078475952,0.3246084749698639,0.0
0.0,0.2891676723957062,0.0,0.3895528018474579,0.0,0.4534441828727722,0.0,0.46404749155044556,0.07290393114089966,0.6413356065750122,0.0,0.6554521322250366,0.5418255925178528,0.6689518690109253,0.02943652868270874
0.0,0.08282563090324402,0.0,0.30341506004333496,0.0,0.671831488609314,0.0,0.3625713586807251,0.5443229079246521,0.2639360725879669,0.0,0.613481879234314,0.6736475229263306,0.1664256453514099,0.06769989430904388
0.4454450309276581,0.4783017039299011,0.0,0.0,0.7064176797866821,0.5705652236938477,0.5359902381896973,0.170588418841362,0.10826849937438965,0.8011494874954224,0.45961567759513855,0.0,0.5510625839233398,0.0,0.4407537579536438
0.0,0.02605605125427246,0.07167312502861023,0.289169043302536,0.0,0.2614828944206238,0.0,0.0,0.33811450004577637,0.0,0.09553926438093185,0.08444585651159286,0.6730091571807861,0.7883346676826477,0.0
0.15490227937698364,0.412064790725708,0.38075169920921326,0.0,0.46175283193588257,0.39709773659706116,0.32571083307266235,0.0,0.42612460255622864,0.1822671890258789,0.4874049723148346,0.0,0.484819233417511,0.11410656571388245,0.47642427682876587
0.0,0.23718617856502533,0.4140351116657257,0.0652180165052414,0.06655927002429962,0.6841564178466797,0.0,0.0,0.6789666414260864,0.42715364694595337,0.0,0.6839159727096558,0.35990482568740845,0.5552089214324951,0.3766011595726013
0.0,0.6068098545074463,0.20361429452896118,0.0,0.1683247834444046,0.17776574194431305,0.0,0.0,0.49010002613067627,0.553203284740448,0.0,0.560434103012085,0.310774564743042,0.6701808571815491,0.3502497375011444
0.0,0.4441702365875244,0.10852202773094177,0.0,0.20237676799297333,0.5305113792419434,0.0,0.0,0.36964696645736694,0.4835943579673767,0.06517510861158371,0.0,0.4697194993495941,0.2517493963241577,0.35436201095581055
0.0,0.5591202974319458,0.0,0.2803369462490082,0.0,0.10728570818901062,0.0,0.7920889258384705,0.15101298689842224,0.5856696367263794,0.0,0.6966629028320312,0.5618150234222412,0.6423497796058655,0.0
0.0,0.827863872051239,0.36574888229370117,0.3045482933521271,0.0,0.32633158564567566,0.0,0.0,0.4716276526451111,0.2707311511039734,0.1637435257434845,0.0,0.40863242745399475,0.8205200433731079,0.66644287109375
0.0,0.14407634735107422,0.33712953329086304,0.0,0.4820097088813782,0.44965508580207825,0.1050996407866478,0.0,0.16003668308258057,0.554865837097168,0.22835102677345276,0.0,0.47629091143608093,0.3289280831813812,0.27226948738098145
0.429078072309494,0.4415583610534668,0.0,0.0,0.5930484533309937,0.23749753832817078,0.30877014994621277,0.6812430024147034,0.24011439085006714,0.6141692399978638,0.17507818341255188,0.0,0.539126992225647,0.0,0.21700912714004517
0.0,0.3484117090702057,0.23772895336151123,0.0,0.24739742279052734,0.5334512591362,0.0,0.0,0.6129303574562073,0.5763252377510071,0.0,0.6856975555419922,0.3331063985824585,0.3158497214317322,0.32592499256134033
0.0,0.08047148585319519,0.0,0.0,0.303641140460968,0.2917349338531494,0.0,0.3641713857650757,0.28048864006996155,0.4321051239967346,0.0,0.34781414270401,0.497137188911438,0.2705877125263214,0.0
0.7474018335342407,0.21726420521736145,0.0,0.0,1.0,0.07946506142616272,0.9992331266403198,0.3625861406326294,0.0,1.0,0.8480941653251648,0.0,0.5173169374465942,0.0,0.5046398639678955
0.0,0.2026703953742981,0.0,0.14444853365421295,0.0,0.2611657679080963,0.0,0.4617214798927307,0.12319380044937134,0.5332496762275696,0.0,0.39807558059692383,0.5617961883544922,0.5040918588638306,0.10785849392414093
0.331910103559494,0.0,0.4185104966163635,0.0,0.665971040725708,0.8962572813034058,0.3420955240726471,0.0,0.3345044255256653,0.3563833236694336,0.5079522728919983,0.0,0.2239619791507721,0.0,0.4948886036872864
0.0,1.0,0.1473366916179657,0.3681628704071045,0.0,0.0,0.0,0.0,0.7151095867156982,0.05011183023452759,0.2936547100543976,0.0,0.4772495627403259,1.0,0.4938816726207733
0.0,0.773252010345459,0.4012533724308014,0.882149875164032,0.0,0.717266857624054,0.0,0.0,0.8745713829994202,0.0,0.22469112277030945,0.0463557243347168,0.7976406812667847,0.8519138693809509,0.6180126667022705
0.0,0.6380599737167358,0.0,0.15237949788570404,0.0,0.4466259777545929,0.0,0.3872606158256531,0.24849562346935272,0.8316551446914673,0.0,0.6723641157150269,0.3987944424152374,0.45702147483825684,0.29809725284576416
0.0,0.153864324092865,0.23181506991386414,0.01869017258286476,0.0,0.8872147798538208,0.0,0.0,0.34603941440582275,0.6861617565155029,0.0,0.23345692455768585,0.43680891394615173,0.13069060444831848,0.48233261704444885
0.0,0.339433491230011,0.3675095736980438,0.0,0.5717172026634216,0.6195105910301208,0.0,0.0,0.5933409929275513,0.3806174099445343,0.16565391421318054,0.0,0.14755231142044067,0.23703709244728088,0.3995945453643799
0.0,0.0,0.2595737874507904,0.0,0.553519606590271,0.6098667979240417,0.0,0.0,0.29042869806289673,0.6221269965171814,0.07005663216114044,0.0,0.27593937516212463,0.10406184196472168,0.29283058643341064
0.0,0.4773327708244324,0.05328298732638359,0.2495429664850235,0.0,0.5415406227111816,0.0,0.005107283592224121,0.4282718300819397,0.37118300795555115,0.0,0.0,0.8796448707580566,0.14327844977378845,0.35945144295692444
0.0,0.3294229507446289,0.9257917404174805,0.0,0.677910327911377,0.6129695177078247,0.13659173250198364,0.0,0.7093744874000549,0.2438381314277649,0.45488759875297546,0.0,0.35692477226257324,0.14552393555641174,0.5865507125854492
0.0,0.4967521131038666,0.23799297213554382,0.0,0.41924336552619934,0.3189496397972107,0.0,0.0,0.4240402281284332,0.7810970544815063,0.0,0.5089524984359741,0.22930075228214264,0.3471187949180603,0.3840932548046112
0.3576866686344147,0.27415287494659424,0.0,0.0,0.45481133460998535,0.7756768465042114,0.35999795794487,0.27158740162849426,0.09286147356033325,0.8167710900306702,0.2662124037742615,0.0,0.48780739307403564,0.0,0.42368680238723755
