0,1,2,3,4
0.0,0.910524308681488,0.0,0.0,0.28524157404899597
0.0,0.19004476070404053,0.0,0.0,0.09322002530097961
0.0,0.18876242637634277,0.0,0.0,0.12683212757110596
0.0,0.10277169942855835,0.0,0.0,0.11828269064426422
0.0,0.7821446061134338,0.0,0.0,0.3684261441230774
0.0,0.12272113561630249,0.0,0.0,0.1337353140115738
0.0,0.16297835111618042,0.0,0.0,0.16200357675552368
0.0,0.43559345602989197,0.0,0.0,0.9588600397109985
0.0,0.9863631129264832,0.0,0.0,0.3410876393318176
0.0,0.4927404224872589,0.0,0.0,0.829513669013977
0.0,0.8420637249946594,0.0,0.0,0.3694404661655426
0.0,0.04732698202133179,0.0,0.0,0.08381432294845581
0.0,0.5516101121902466,0.0,0.0,0.7706404328346252
0.0,0.7109816670417786,0.0,0.0,0.3850308358669281
0.0,0.8397469520568848,0.0,0.0,0.29826298356056213
0.0,0.7470047473907471,0.0,0.0,0.4344429671764374
0.0,0.4663752317428589,0.0,0.0,0.8727561235427856
0.0,0.45689424872398376,0.0,0.0,0.783515453338623
0.0,0.8213208317756653,0.0,0.0,0.3836610019207001
0.0,0.7765503525733948,0.0,0.0,0.31952720880508423
0.0,0.7893418669700623,0.0,0.0,0.4242102801799774
0.0,0.7946686744689941,0.0,0.0,0.3423644006252289
0.0,0.783241331577301,0.0,0.0,0.25301164388656616
0.0,0.0,0.0,0.0,0.03707730770111084
0.0,0.8401679396629333,0.0,0.0,0.33187827467918396
0.0,0.7957231998443604,0.0,0.0,0.473606675863266
0.0,0.03940129280090332,0.0,0.0,0.16817469894886017
0.0,0.8301905989646912,0.0,0.0,0.4001811146736145
0.0,0.7970651984214783,0.0,0.0,0.3192642629146576
0.0,0.3409639000892639,0.0,0.015894532203674316,0.8954377174377441
0.0,0.9838451147079468,0.0,0.0,0.3476870357990265
0.0,0.5522916316986084,0.0,0.0,0.8130384087562561
0.0,0.14254456758499146,0.0,0.0,0.10781872272491455
0.0,0.8901013135910034,0.0,0.0,0.36362913250923157
0.0,0.40585148334503174,0.0,0.0,0.8524729013442993
0.0,0.4337707757949829,0.0,0.0,0.9595839977264404
0.0,0.018890023231506348,0.0,0.0,0.17025136947631836
0.0,0.8008745908737183,0.0,0.0,0.35456234216690063
0.0,0.14725500345230103,0.0,0.0,0.06267648935317993
0.0,0.1091684103012085,0.0,0.0,0.09633362293243408
0.0,0.7984597682952881,0.0,0.0,0.34592586755752563
0.0,0.8080607652664185,0.0,0.0,0.4216228723526001
0.0,0.12660837173461914,0.0,0.0,0.15315966308116913
0.0,0.39770984649658203,0.0,0.0,0.8285117745399475
0.0,0.14191573858261108,0.0,0.0,0.04528513550758362
0.0,0.44798487424850464,0.0,0.0,0.8674582242965698
0.0,0.1329571008682251,0.0,0.0,0.04805383086204529
0.0,0.05457174777984619,0.0,0.0,0.11481186747550964
0.0,0.26550066471099854,0.0,0.0,0.17423716187477112
0.0,0.7660567164421082,0.0,0.0,0.3927423357963562
0.0,0.45569708943367004,0.0,0.0,0.981881856918335
0.0,0.440179705619812,0.0,0.0,0.8089730739593506
0.0,0.9086133241653442,0.0,0.0,0.35431402921676636
0.0,0.766889214515686,0.0,0.0,0.39166927337646484
0.0,0.06485086679458618,0.0,0.0,0.05338039994239807
0.0,0.41680899262428284,0.0,0.0,0.9728083610534668
0.0,0.8889844417572021,0.0,0.0,0.2834125757217407
0.0,0.7618853449821472,0.0,0.0,0.4082580506801605
0.0,0.5734589099884033,0.0,0.0,0.8715033531188965
0.0,0.37922531366348267,0.0,0.0,0.8928074836730957
0.0,0.06653249263763428,0.0,0.0,0.0
0.0,0.1519453525543213,0.0,0.0,0.0999402105808258
0.0,0.732705295085907,0.0,0.0,0.3710200786590576
0.0,0.1995006799697876,0.0,0.0,0.07189756631851196
0.0,0.09099280834197998,0.0,0.0,0.21658656001091003
0.0,0.862017810344696,0.0,0.0,0.37251222133636475
0.0,0.10574865341186523,0.0,0.0,0.15920376777648926
0.0,0.19863009452819824,0.0,0.0,0.04741811752319336
0.0,0.7665325999259949,0.0,0.0,0.36593928933143616
0.0,0.4373135566711426,0.0,0.0,0.936112642288208
0.0,0.5325334072113037,0.0,0.0,0.8475988507270813
0.0,0.3631654381752014,0.0,0.019640207290649414,0.9373842477798462
0.0,0.8834631443023682,0.0,0.0,0.46293801069259644
0.0,0.9294549822807312,0.0,0.0,0.2731849253177643
0.0,0.7167111039161682,0.0,0.0,0.31434303522109985
0.0,0.06430351734161377,0.0,0.0,0.2125825732946396
0.0,0.7687082886695862,0.0,0.0,0.2374754250049591
0.0,0.9419201612472534,0.0,0.0,0.31728142499923706
0.0,0.8391117453575134,0.0,0.0,0.3478635251522064
0.0,0.8620730042457581,0.0,0.0,0.4515749216079712
0.0,0.7970230579376221,0.0,0.0,0.4077422022819519
0.0,0.12458175420761108,0.0,0.0,0.08271294832229614
0.0,0.8402804136276245,0.0,0.0,0.4229484796524048
0.0,0.1143532395362854,0.0,0.0,0.17468714714050293
0.0,0.7583858966827393,0.0,0.0,0.42626240849494934
0.0,0.8598979115486145,0.0,0.0,0.3992580473423004
0.0,0.25505584478378296,0.0,0.0,0.17129600048065186
0.0,0.7355095744132996,0.0,0.0,0.3235653340816498
0.0,0.7650179862976074,0.0,0.0,0.35641223192214966
0.0,0.4419213533401489,0.0,0.0,0.9113613367080688
0.0,1.0,0.0,0.0,0.3363106846809387
0.0,0.07818007469177246,0.0,0.0,0.11133724451065063
0.0,0.8050897121429443,0.0,0.0,0.3599132001399994
0.0,0.8806706666946411,0.0,0.0,0.4292546510696411
0.0,0.8427947759628296,0.0,0.0,0.24860623478889465
0.0,0.49999532103538513,0.0,0.0,0.8206396102905273
0.0,0.8970191478729248,0.0,0.0,0.355732262134552
0.0,0.44997113943099976,0.0,0.0,0.8433582186698914
0.0,0.27693694829940796,0.0,0.07048958539962769,0.8886580467224121
0.0,0.7660781145095825,0.0,0.0,0.3059818148612976
