0,1,2,3,4
0.0,0.244137704372406,0.0,0.0,0.01337885856628418
0.0,0.8226544857025146,1.0,0.0,0.7761529684066772
0.0,0.8078166246414185,1.0,0.0,0.7534398436546326
0.0,0.8764348030090332,1.0,0.0,0.7822327613830566
0.0,0.2818203270435333,0.10482001304626465,0.0,0.15333408117294312
0.0,0.8573728799819946,1.0,0.0,0.7399019598960876
0.0,0.7991149425506592,1.0,0.0,0.8317413926124573
0.0,0.15601876378059387,0.2566871643066406,0.0,0.7399758696556091
0.0,0.06393026560544968,0.11643941700458527,0.0,0.7580462694168091
0.0,0.17548003792762756,0.3255455493927002,0.0,0.8003267049789429
0.0,0.15986469388008118,0.2813226580619812,0.0,0.7699456214904785
0.0,0.9396337270736694,1.0,0.0,0.7764058113098145
0.0,0.16673164069652557,0.2867787182331085,0.0,0.7604138851165771
0.0,0.2593870162963867,0.4172447919845581,0.0,0.7248152494430542
0.0,0.20490662753582,0.3357274532318115,0.0,0.737885594367981
0.0,0.2687450647354126,0.10410444438457489,0.0,0.1873103380203247
0.0,0.17047633230686188,0.3261786103248596,0.0,0.8148127198219299
0.0,0.2257872372865677,0.4244399070739746,0.0,0.8269057869911194
0.0,0.18254654109477997,0.2462325394153595,0.0,0.6515622138977051
0.0,0.3087279796600342,0.17186790704727173,0.0,0.1907063126564026
0.0,0.24612769484519958,0.04218006134033203,0.0,0.14678847789764404
0.0,0.2957112789154053,0.08060476183891296,0.0,0.07637417316436768
0.0,0.27298131585121155,0.4537124037742615,0.0,0.7479400634765625
0.0,1.0,1.0,0.0,0.7315536141395569
0.0,0.2549169063568115,0.06899544596672058,0.0,0.1670370101928711
0.0,0.134416401386261,0.26055392622947693,0.0,0.8043709397315979
0.0,0.9139810800552368,1.0,0.0,0.6539729237556458
0.0,0.23345455527305603,0.0,0.0,0.09674394130706787
0.0,0.30616915225982666,0.09999935328960419,0.0,0.07999557256698608
0.0,0.2567567527294159,0.4650387167930603,0.0,0.8100842833518982
0.0,0.13650953769683838,0.0,0.0,0.14306509494781494
0.0,0.13211874663829803,0.28375083208084106,0.0,0.8485011458396912
0.0,0.8453122973442078,1.0,0.0,0.8298466205596924
0.0,0.1900341808795929,0.00394517183303833,0.0,0.23501235246658325
0.0,0.2409023642539978,0.38217777013778687,0.0,0.7171275019645691
0.0,0.15112683176994324,0.2786139249801636,0.0,0.7890015244483948
0.0,0.9239816069602966,1.0,0.0,0.6947230100631714
0.0,0.187316432595253,0.3924465477466583,0.0,0.8779709935188293
0.0,0.8599528670310974,1.0,0.0,0.88475102186203
0.0,0.8826920986175537,1.0,0.0,0.7894176244735718
0.0,0.19816994667053223,0.38908737897872925,0.0,0.843299925327301
0.0,0.21919220685958862,0.06728050112724304,0.0,0.2602611184120178
0.0,0.8375188112258911,1.0,0.0,0.7901603579521179
0.0,0.2649267017841339,0.3993895649909973,0.0,0.6807101368904114
0.0,0.8790403604507446,1.0,0.0,0.8409525156021118
0.0,0.18923522531986237,0.34979942440986633,0.0,0.803035318851471
0.0,0.8849729299545288,1.0,0.0,0.8372665643692017
0.0,0.9113087058067322,1.0,0.0,0.822039008140564
0.0,0.7236038446426392,1.0,0.0,0.7359023094177246
0.0,0.27659615874290466,0.11842237412929535,0.0,0.18963265419006348
0.0,0.13397464156150818,0.1878982037305832,0.0,0.6866815090179443
0.0,0.2233341932296753,0.4278584420681,0.0,0.8390929698944092
0.0,0.1893213391304016,0.0,0.0,0.16346102952957153
0.0,0.2851364314556122,0.08892607688903809,0.0,0.1184149980545044
0.0,0.9432017207145691,1.0,0.0,0.7725213766098022
